candidate_id,question_number,subject,topic,sub_topic,matched_keywords,question_excerpt
737,151,Unclassified,Unclassified,Unclassified,,¼khíkeÞ ÷~fh{kt nkuÂMÃkx÷ MkuðkykuLkk {nkrLkËuoþf (MkþMºk Ë¤ku)Lkku nkuÆku ÄhkðLkkh «Úk{ {rn÷k fkuý Au ? (A) {ush sLkh÷ {kÄwhe fkLkexfh (B) ÷u^xuLkLx sLkh÷ ÃkwrLkíkk yhkuhk (C) MksoLk ðkEMk yuz{eh÷ þi÷k Mkk{Líkk (D) yuh {kþo÷ MkkÄLkk yuMk. LkkÞh
738,152,Unclassified,Unclassified,Unclassified,,¼khíkLkwt fÞwt hkßÞ Yk. 237 fhkuzLke økúkVeLk WíÃkkËLk MkwrðÄk MÚkkÃkðkLkwt ykÞkusLk fhe hÌkwt Au ? (A) fuh¤ (B) íkr{÷Lkkzw (C) fýkoxf (D) yktÄú«Ëuþ
739,153,Unclassified,Unclassified,Unclassified,, fÞku Ëuþ rðïLkk MkkiÚke {kuxk LÞqxÙeLkku þkuÄf ËqhçkeLk (Nutrino-detecting telescope) ‘Trident’ Lkwt rLk{koý fhe hÌkku Au ? (A) [eLk (B) òÃkkLk (C) ÞwLkkExuz MxuxTMk (D) hrþÞk
740,154,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un,fE MktMÚkkyu røkLkeLkk y¾kík{kt ¼khík MkkÚku «Úk{ MktÞwõík Lkkifk fðkÞík nkÚk Ähe níke ? (A) ÞwhkuÃkeÞLk ÞwrLkÞLk (EU) (B) MktÞwõík hk»xÙ (UN) (C) LkkuÚko yux÷kLxef xÙexe ykuøkuoLkkEÍuþLk (NATO) (D) þkt½kE fkuykuÃkhuþLk ykuøkuoLkkEÍuþLk (SCO)
741,155,Unclassified,Unclassified,Unclassified,,¼khíkeÞ MkuLkkLke Mkki «Úk{ ðxeof÷ ðeLz xLk÷ (VWT) õÞkt ykðu÷e Au ? (A) sB{w yLku fk~{eh (B) W¥khk¾tz (C) rn{k[÷ «Ëuþ (D) yYýk[÷ «Ëuþ
742,156,Unclassified,Unclassified,Unclassified,,yk ð»kuo sL{Lke MktÏÞk Lkðk Lke[u Míkhu ÃknkU[ðk MkkÚku fÞku Ëuþ ðMíke rð»kÞf økt¼eh fxkufxeLkku Mkk{Lkku fhe hÌkku Au ? (A) òÃkkLk (B) s{oLke (C) [eLk (D) Exk÷e
743,157,Unclassified,Unclassified,Unclassified,, fE £uL[ yuhku yuLSLk ftÃkLkeyu ykuõxkuçkh 2023{kt yuhkuMÃkuMk{kt ykiãkurøkf MknÞkuøk ðÄkhðk ®nËwMíkkLk yuhkuLkkuxeõMk r÷{exuz (HAL) MkkÚku MoU Ãkh nMíkkûkh fÞko níkk ? (A) zMkkuÕx rMkMxBMk (Dassault Systemes) (B) yuhçkMk (Airbus) (C) Mku£Lk yuh¢k^x yuLSLMk (Safran Aircraft Engi
744,158,Unclassified,Unclassified,Unclassified,,37{e hk»xÙeÞ h{íkku 2023Lke Mk¥kkðkh «Þkusf ftÃkLke fE níke ? 60 (A) Google Pay (B) PhonePe (C) Paytm (D) Amazon Pay [CSP-2] [Contd. M
745,159,Unclassified,Unclassified,Unclassified,, Mk¾kðík yLku ftÃkLke Mkk{krsf sðkçkËkhe (Philanthropy and Corporate Social Responsibility) {kxu 2023Lkku USISPF ðirïf Lkuík]íð ÃkwhMfkh fkuLku {éÞku ? (A) ßnkuLk [uBçkMko (John Chambers) (B) {wfuþ ytçkkýe (Mukesh Ambani) (C) Lkeíkk ytçkkýe (Nita Ambani) (D) {wfuþ y½e (Mukesh Ag
746,160,Unclassified,Unclassified,Unclassified,,Ëhuf rsÕ÷k{kt nku÷{kfeOøk MkuLxh Ähkðíkwt ¼khíkLkwt «Úk{ hkßÞ fÞwt Au ? (A) íkr{÷Lkkzw (B) fýkoxf (C) {nkhk»xÙ (D) fuh¤
747,161,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,summit,AI Mk÷k{íke rþ¾h Mkt{u÷Lk (Safety Summit) 2023Lkwt ykÞkusLk fÞk Ëuþu fÞwO níkwt ? (A) USA (B) [eLk (C) ¼khík (D) UK
748,162,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un,UNESCO îkhk íkksuíkh{kt fÞk ¼khíkeÞ þnuhLku ‘MkkrníÞLkwt þnuh’ Lkk{ ykÃkðk{kt ykÔÞwt fu su þnuh yk rðrþü Lkk{ {u¤ðLkkh ¼khíkLkwt «Úk{ þnuh çkLÞwt Au ? (A) rËÕne (B) [uLLkkE (C) fkuÍefkuz (D) Ãkqýu
749,163,General knowledge and Current Events,Current affairs,regional-national-international-events,day,2023{kt Halloween Day fE íkkhe¾u Wsððk{kt ykÔÞku ? (A) ykuõxkuçkh 31 (B) LkðuBçkh 1 (C) LkðuBçkh 2 (D) LkðuBçkh 3
750,164,Reasoning and Mental Ability,Numerical ability,math-arithmetic,time,"økkuðk {uhexkE{ fkuLõ÷uð, 2023Lkk [kuÚkk MktMfhýLke {wÏÞ rð»kÞðMíkw (Theme) þwt níke ? (A) ®nË {nkMkkøkh «Ëuþ{kt ËrhÞkE Mkwhûkk : MkðoMkk{kLÞ ËrhÞkE «kÚkr{õíkkykuLku MknÞkuøke MkkiBÞ £u{ðfo{kt YÃkktíkrhík fhðe (Maritime security common maritime priorities region : Converting com"
751,165,Geography,Physical geography,earth-climate-ocean-disaster,ocean,¼khíkLkk Deep Ocean Mission (DOM) {kt WÃkÞkuøk{kt ÷uðkÞu÷ Mkçk{ŠMkçk÷Lkwt Lkk{ þwt Au ? (A) Mkkøkh K6 (B) hkiLkf (C) s÷-{íMÞ (D) Mk{wÿÞkLk
752,166,Science and Technology,Space and defence,isro-drdo-satellite-missile,isro|drdo|space,"‘fð[’ (Kavach) þçË su ðkhtðkh Mk{k[khku{kt òuðk {¤u Au, íku .......... Lkku WÕ÷u¾ fhu Au. (A) MðËuþe heíku rðfrMkík xÙuLk yÚkzk{ý rLkðkhý «ýk÷e (B) ¼khíkeÞ MkuLkk {kxu yuf Lkðk «fkhLkwt rðfMkkðu÷wt çkÏíkh (C) Mkthûký MktþkuÄLk yLku rðfkMk MktøkXLk (Defence Research and Developme"
753,167,Unclassified,Unclassified,Unclassified,,fÞk Ëuþu íkuLkk çktÄkhý{kt Mk¥kkðkh heíku Ãkh{kýw þMºkkuLke ÃkrhÂMÚkríkLku Ëk¾÷ fhu÷ Au ? (A) [eLk (B) hrþÞk (C) Ërûký fkurhÞk (D) W¥kh fkurhÞk
754,168,Unclassified,Unclassified,Unclassified,,"Lke[uLkk{ktÚke fE MktMÚkk íkuLkwt ‘yuf hk»xÙ, yuf LkkUÄýe Ã÷uxVku{o’ þY fhðk íkiÞkh Au ? (A) ¼khíkeÞ [qtxýe Ãkt[ (B) hk»xÙeÞ íkçkeçke ykÞkuøk (C) ¼khíkeÞ heÍðo çkuLf (D) hk»xÙeÞ {kLkð yrÄfkh ykÞkuøk"
755,169,Science and Technology,Core S&T,science-tech-innovation,science|technology|innovation,USLkk hk»xÙÃkrík òu çkkÞzuLk îkhk «ríkrcík White House National Medal for Technology and Innovation íkÚkk The National Medal of Science yuðkzoÚke fkuLku MkL{krLkík fhðk{kt ykÔÞk ? (A) yþkuf økkzøke÷ yLku Mkwçkúk Mkwhuþ (B) MkwtËh rÃk[kE yLku MkíÞk LkkzuÕ÷k (C) yh®ðË r¢»ýk yLku þ
756,170,Unclassified,Unclassified,Unclassified,, rðï ykhkuøÞ MktMÚkk (World Health Organisation) (WHO) îkhk ûkÞ hkuøk {kxu The Strategic and Technical Advisory Group (STAG) Lkk MkËMÞ íkhefu fkuLke rLk{ýqtf fhðk{kt ykðe ? (A) hksuþ þ{ko (B) yts÷e {nuíkk (C) Mkkhtøk Ëuð (D) r«Þk Ãkxu÷
757,171,Unclassified,Unclassified,Unclassified,," Lke[uLkk Ãkife fE ÔÞÂõíkyu ÃkkuíkkLkk «Úk{ ÃkwMíkf ‘fku‹xøk EÂLzÞk #ø÷uLz, {w½÷ EÂLzÞk yuLz Ä ykuheSLMk ykìV yuBÃkkÞh’ {kxu 2023 {kt ðirïf MkktMf]ríkf Mk{s ytøkuLkku rçkúxeþ yufuzu{e ÃkwMíkf ÃkwhMfkh SíÞku ? (A) yswoLk Ãkxu÷ (B) hknw÷ ¾kLk (C) r«Þk þ{ko (D) LktrËLke ËkMk"
758,172,Unclassified,Unclassified,Unclassified,,"MxurxMxk (Statista) yLkwMkkh, rðï¼h{kt rVLkxuf ÞwrLkfkuLkoLke MktÏÞk{kt ¼khíkLkku ¢{ fÞku Au ? (A) ºkeòu (B) çkeòu (C) «Úk{ (D) [kuÚkku"
759,173,Unclassified,Unclassified,Unclassified,,Lke[uLkk Ãkife fÞwt þnuh yu ‘¼khíkLkwt [kLkwt þnuh’ (Tea city of India) íkhefu yku¤¾kÞ Au ? (A) fku÷f¥kk (B) økwðknkxe (C) ËkŠs®÷øk (D) rËçkúwøkZ
760,174,Unclassified,Unclassified,Unclassified,,ð»ko 2023Lkku ÃkwY»kku {kxuLkku çku÷kuLk ze’ykuh (Ballon d’Or) fkuý SíÞwt ? (A) Cristiano Ronaldo (B) Lionel Messi (C) Kylian Mbappe (D) Erling Haaland
761,175,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un, ¼khíkLkk «Úk{ Wi-Fi-6 huze çkúkuzçkuLz LkuxðfoLkku «kht¼ fhðk {kxu fÞk ðirïf íkfLkefe yøkúuMkhu TATA-Ã÷uVkEçkh MkkÚku ¼køkeËkhe fhe ? 64 (A) Mku{Mktøk (Samsung) (B) yuÃk÷ (Apple) (C) LkkurfÞk (Nokia) (D) ÌkwykðuE (Huawei) [CSP-2] [Contd. M
762,176,Unclassified,Unclassified,Unclassified,,Lke[uLkk Ãkife fÞku Äq{fuíkw ykurhykurLkz W»ý ð»kko (The Orionid meteor shower) íkhefu Ãký yku¤¾kÞ Au ? (A) Hyakutake (B) Hale-Bopp (C) Neowise (D) Halley’s
763,177,Economy of India and Gujarat,Taxation and public finance,gst-tax-subsidy,vat, ¼khíkeÞ {kxe yLku s¤ Mkwhûkk MktMÚkk (ICAR - Indian Institute of Soil and Water Conservation) (ICAR - IISWC) Lkwt {wÏÞk÷Þ õÞkt ÂMÚkík Au ? (A) økwYøkúk{ (B) ËnuhkËqLk (C) niËhkçkkË (D) rþ{÷k
764,178,Unclassified,Unclassified,Unclassified,,yurþÞLk Ãkuhk h{íkku 2023{kt F64 ©uýe{kt çkhAe VUfLkku rðï hufkuzo fkuýu íkkuzâku ? (A) ËuðuLÿ ÍkÍrhÞk (B) MkwtËh ®Mkn økwsoh (C) «ðeý fw{kh (D) Mkwr{ík yuLxe÷
765,179,Unclassified,Unclassified,Unclassified,, {rn÷k MkþÂõíkfhýLkk Ãkøk÷kt íkhefu fE ¾kã (Food) rzr÷ðhe yuÃ÷efuþLku {rn÷k ze÷eðhe ¼køkeËkhku {kxu «Mkqrík ðe{ku þY fÞkuo ? (A) Swiggy (B) DoorDash (C) Zomato (D) Foodpanda
766,180,Unclassified,Unclassified,Unclassified,,¼khíkeÞ MkuLkkyu 76{ku þkiÞo rËðMk õÞkt {LkkÔÞku ? (A) sB{w yLku fk~{eh (B) Ãktòçk (C) nrhÞkýk (D) rn{k[÷ «Ëuþ
767,181,Unclassified,Unclassified,Unclassified,,IAF yu [eLk yLku ÃkkrfMíkkLk MkhnË Ãkh fux÷e S-400 yuh rzVuLMk r{MkkE÷ MõðkuzÙLk íkiLkkík fhe Au ? (A) ºký (B) [kh (C) Ãkkt[ (D) A
768,182,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un, ELxhLkuþLk÷ rVÕ{ VuMxeð÷ ykìV EÂLzÞk (IFFI) Lkk 54{kt MktMfhý {kxu ELxhLkuþLk÷ ßÞwhe ÃkuLk÷ (yktíkhhk»xÙeÞ rLkýkoÞf ÃkuLk÷)Lkk yæÞûk fkuý níkk ? (A) MxeðLk MÃku÷çkøko (Steven Spielberg) (B) þu¾h fÃkqh (Shekhar Kapur) (C) õÞwLxeLk xkhkLxeLkku (Qeuntin Tarantino) (D) {kxeoLk Mfku
769,183,Unclassified,Unclassified,Unclassified,,fE ¼khíkeÞ yuhkuMÃkuMk MktMÚkkyu ykuõxkuçkh 2023{kt íkuLkk rð¢{-1 ykuçkeox÷ hkufuxLkwt yLkkðhý fÞwO níkwt ? (A) EÂLzÞLk MÃkuMk heMk[o ykuøkuoLkkEÍuþLk (¼khíkeÞ ytíkheûk MktþkuÄLk MktMÚkk) (B) ¼khík nuðe E÷uõxÙefÕMk ÷e{exuz (C) ¼khík zkÞLkur{õMk ÷e{exuz (D) MfkÞhwx yuhkuMÃkuMk 66 
770,184,Unclassified,Unclassified,Unclassified,, ¼khík{kt yuhkuMÃkuMk rþûký yLku LkðeLkíkkLku «kuíMkknLk ykÃkðk {kxu fE ¼khíkeÞ «kiãkurøkfe MktMÚkk (EÂLzÞLk ELMxexâqx ykìV xufLkku÷kuS) yu yuhçkMk MkkÚku ¼køkeËkhe fhe Au ? (A) IIT çkkuBçku (B) IIT rËÕne (C) IIT {ÿkMk (D) IIT fkLkÃkwh
771,185,Unclassified,Unclassified,Unclassified,, ø÷kuçk÷ xe[h «kEÍ 2023 (ðirïf rþûkf Ãkkrhíkkur»kf 2023) {kxu fÞk ¼khíkeÞ rþûkfLku ytrík{ ÃkMktËøke{kt ÃkMktË fhðk{kt ykÔÞk níkk ? (A) ËeÃk LkkhkÞý (B) hýSík®Mkn rËMk÷u (C) MkkuLk{ ðktøk[qf (D) yh®ðË økwÃíkk
772,186,Unclassified,Unclassified,Unclassified,, ¼khíkLkk fÞk hkßÞ{kt {þY{Lke Lkðe «òrík ‘Candolleomyces albosquamosus’ {¤e ykðe ? (A) fýkoxf (B) {nkhk»xÙ (C) fuh¤ (D) íkr{÷Lkkzw
773,187,Unclassified,Unclassified,Unclassified,, ÃkuELx çkúþ Mðe^x (Paintbrush swift) (Baoris farri) þwt Au ? (A) Ãkûke (B) Ãkw»Ãk (C) ÃkíktrøkÞwt (D) MkkÃk
774,188,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un, ðkEÕz ÷kEV VkuxkuøkúkVh ykìV Ä RÞh (WPY) MÃkÄko{kt ‘10 ð»ko yLku íkuÚke LkkLke ô{h’Lkk ðÞsqÚk{kt Mkðkuoå[ ELkk{ fkuý SíÞwt ? (A) hkunLk þ{ko (B) ykhð Ãkxu÷ (C) Íkhk ¾kLk (D) rðnkLk íkkÕÞk rðfkMk
775,189,Unclassified,Unclassified,Unclassified,, ¼khíkLkk Lke[uLkk Ãkife fÞk hkßÞLku s{hkLke zu{ çknwnuíkwf ÞkusLkk {kxu {tsqhe {¤u÷ Au fu suLku Ãkqýo fhðk {kxu ¼khík Mkhfkhu Yk. 1557 fhkuz Vk¤ÔÞk Au ? (A) rn{k[÷ «Ëuþ (B) W¥khk¾tz (C) nrhÞkýk (D) hksMÚkkLk
776,190,Unclassified,Unclassified,Unclassified,,ykuõxkuçkh 2023{kt fÞk þnuh{kt økúeLk xwheÍ{ fkuLõ÷uðLkwt ykÞkusLk fhðk{kt ykÔÞwt níkwt ? (A) økwðknkxe (B) rþ÷kUøk (C) EBVk÷ (D) ¼wðLkuïh
777,191,Reasoning and Mental Ability,Numerical ability,math-arithmetic,time,"PRAGATILkwt 43{wt MktMfhý {kLkLkeÞ ðzk«ÄkLk©eLke yæÞûkíkk{kt ÞkuòÞwt, su{kt ¼khíkLkk rðrðÄ hkßÞku {kxu rLkýkoÞf yuðe ykX ÞkusLkkykuLke Mk{eûkk fhðk{kt ykðe níke. PRAGATI þçË þwt Mkq[ðu Au ? (A) Performance Review and Action Group for Infrastructure (B) Public Grievance Redressal"
778,192,Unclassified,Unclassified,Unclassified,,Lke[uLkk Ãkife fÞwt þnuh ‘Sweet City of India’ íkhefu òýeíkwt Au ? (A) Ãkxýk (B) økÞk (C) {wÍ^VhÃkwh (D) Ëh¼tøkk
779,193,Unclassified,Unclassified,Unclassified,,Lke[uLkk Ãkife fÞku Ëuþ / fÞk Ëuþku MktÞwõík hk»xÙ îkhk {kLÞ LkÚke ? (A) Sealand (B) Christiania (C) Crimea (D) WÃkhkuõík ík{k{
780,194,Geography,Physical geography,earth-climate-ocean-disaster,earth,‘Champions of Earth’ ÃkwhMfkh Lke[uLkk Ãkife fE MktMÚkk îkhk yuLkkÞík fhðk{kt ykÔÞku ? (A) ðÕzo EfkuLkkur{f Vkuh{ (B) ÞwLkkExuz LkuþLMk yuLðkÞhkuL{uLx «kuøkúk{ (C) ø÷kuçk÷ yuLðkÞhkuL{uLx VuMke÷exe (D) ðÕzo çkuLf
781,195,Unclassified,Unclassified,Unclassified,," ¼khíkLkk [qtxýe Ãkt[u (E÷uõþLk f{eþLk ykìV EÂLzÞk (ECI), {íkËkhkuLku {íkËkLk {kxu «uhðk fÞk yr¼LkuíkkLku íkuLkk ‘National Icon’ íkhefu rLkÞwõík fÞko Au ? (A) þknY¾ ¾kLk (B) yr{íkk¼ çkå[Lk (C) yk{eh ¾kLk (D) hksfw{kh hkð"
782,196,General knowledge and Current Events,Current affairs,regional-national-international-events,day,¼khíkLkku fÞku fuLÿþkrMkík «Ëuþ 26 ykuõxkuçkhu hkßÞ òuzký rËðMk (Accession Day) íkhefu Wsðýe fhu Au ? (A) sB{w yLku fk~{eh (B) ÷Ëk¾ (C) [tËeøkZ (D) ÷ûkrîÃk
783,197,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un|wto, ÞwLkkExuz LkuþLMk ðÕzo xwheÍ{ ykuøkuoLkkEÍuþLk (UNWTO) îkhk økwshkíkLkk fÞk økk{Lku ©uc «ðkMkLk økúk{ íkhefu ÃkwhMf]ík fhðk{kt ykÔÞwt Au ? (A) Äkuhzku (B) MkkÃkwíkkhk (C) f÷k÷e (D) ðk{s
784,198,Unclassified,Unclassified,Unclassified,," „wshkŒ™k {k™™eÞ {wÏÞ{tºke©eyu íkksuíkh{kt ¼khŒeÞ ™kifkË¤™k ÞwØ snks™wt y™kðhý fhu÷ Au, su™u „wshkŒ™k yuf þnuh™wt ™k{ yk…ðk{kt ykÔÞwt Au. Œu ÞwØsnksLkwt ™k{ þwt Au? (A) ‚whŒ (B) {wLÿk (C) nShk (D) ðuhkð¤"
785,199,Unclassified,Unclassified,Unclassified,, Ãkku÷eÞkuLke hMkeLkk {níð ytøku òøk]íkíkk ÷kððk fE íkkhe¾u rðï Ãkku÷eÞku rËðMk Wsððk{kt ykðu Au ? (A) ykuõxkuçkh 24 (B) ykuõxkuçkh 26 (C) ykuõxkuçkh 27 (D) ykuõxkuçkh 25
786,200,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un,"yçkwÄkçke {kMxMko 2023 {rn÷kykuLke ®MkøkÕMk MÃkÄko fkuýu Síke ? (A) WLLkíke nwzk (B) ytrfíkk hiLkk (C) yrËrík rMkLnk (D) ÷ûÞk MkuLk __________________ 70 [CSP-2] [Contd. CSP-I PROVISIONAL ANSWER KEY Name of the post Gujarat Administrative Service, Class-1, Gujarat Civil Services,"
787,4,Unclassified,Unclassified,Unclassified,,"¼q{æÞ (økúeMk yLku hku{) ÞkuøÞ rðfÕÃk ÃkMktË fhe Mkk[ku W¥kh ykÃkku. (A) {kºk 1, 2 yLku 3 (C) {kºk 2 yLku 3 (B) {kºk 2 (D) WÃkhkuõík ík{k{"
788,2,Unclassified,Unclassified,Unclassified,,MLkkLkkøkkhLkwt ¼kUÞík¤eÞw íkkÃkÚke Ãkfðu÷e #xkuLkwt çkLku÷wt níkwt. ykÃku÷ rðÄkLkku Ãkife fÞwt/fÞk MkíÞ Au ? (A) {kºk 1 (B) {kºk 2 (C) 1 íkÚkk 2 çkLLku (D) 1 yÚkðk 2 yuf Ãký Lknª
789,3,Unclassified,Unclassified,Unclassified,,"ïuíkktçkh siLkkuLkk {íkkLkwMkkh, {nkðeh îkhk ykÃkðk{kt ykðu÷ {q¤ WÃkËuþ ..........{kt Mk{krðü níkku. (A) ytøk (Angas) (B) Ãkðo (Parvas) (C) rÃkxf (Pitakas) (D) Mkqºk (Sutras)"
790,4,Unclassified,Unclassified,Unclassified,,"Mkw©wík yu yLkwLkkrMkf þMºkr¢Þk (Rhinoplasty) MkrníkLkk þÕÞíktºk (þÕÞ rð¿kkLk)Lkk ÏÞk÷ {kxu òýeíkk Au. WÃkhLkk rðÄkLk Ãkife fÞwt rðÄkLk/fÞk rðÄkLkku MkíÞ Au ? (A) 1 yLku 2 (C) 1, 2 yLku 4 (B) 1 yLku 4 (D) WÃkhkuõík ík{k{"
791,5,Unclassified,Unclassified,Unclassified,,ÃkÕ÷ðkuLke hksÄkLke Lke[uLkk Ãkife fÞk MÚk¤u ÂMÚkík níke ? (A) øktøkkfkuLzk [ku÷Ãkwh{ (B) fkt[eÃkwh{ (C) [uLLkkÃkxLk{ (D) ríkÁ[ehkÃkÕ÷e
792,6,Unclassified,Unclassified,Unclassified,,{nkçkr÷Ãkwh{ ÂMÚkík ‘Mkkík hÚk’ {trËhLkwt rLk{koý fkuýu fÞwO níkwt ? 2 (A) [ku÷ þkMkfkuyu (B) Ãkrù{ [k÷wõÞ þkMkfkuyu (C) ÃkÕ÷ð þkMkfkuyu (D) fkfxeÞ þkMkfkuyu [CSP-1] [Contd. M
793,7,Unclassified,Unclassified,Unclassified,,¼khík WÃkh rçkúxeþ hksfeÞ ykrÄÃkíÞLke þYykík fÞk ÞwØÚke ÚkÞu÷e økýe þfkÞ Au ? (A) ÃkkrýÃkík (B) Ã÷kMke (C) çkfMkh (D) ðkLzeðkuþ
794,2,Unclassified,Unclassified,Unclassified,,çkúñkuMk{ksLke MÚkkÃkLkk yur«÷ 1828{kt ÚkE níke. (A) {kºk 1 MkíÞ Au. (B) {kºk 2 MkíÞ Au. (C) 1 íkÚkk 2 çktLku MkíÞ Au. (D) 1 yÚkðk 2 yuf Ãký MkíÞ LkÚke.
795,9,Unclassified,Unclassified,Unclassified,,MðËuþe [¤ð¤Lkwt íkkífkr÷f fkhý .......... níkwt. (A) ykð~Þf [esðMíkwykuLkk ¼kð{kt ðÄkhku (B) ÷kuzo fÍoLk îkhk çktøkk¤Lkk ¼køk÷k (C) çkuhkusøkkhe{kt ðÄkhku (D) ¾uzqíkkuLkku yMktíkku»k
796,10,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un,ðzk«ÄkLk sðknh÷k÷ LkunYLkk {tºke{tz¤{kt LkkÞçk ðzk«ÄkLk fkuý níkk ? (A) Mke. hksøkkuÃkk÷k[khe (B) MkhËkh ðÕ÷¼¼kE Ãkxu÷ (C) ðe.fu. f]»ý {uLkLk (D) hksuLÿ «MkkË
797,11,Unclassified,Unclassified,Unclassified,,Mðíktºk ¼khík{kt «Úk{ {rn÷k {wÏÞ{tºke fkuý níkkt ? (A) Mkw[uíkk r¢Ãk÷kýe (B) yYýk ykMkV y÷e (C) EÂLËhk økktÄe (D) rðsÞk÷û{e Ãktrzík
798,4,Unclassified,Unclassified,Unclassified,,"íkífk÷eLk {wÏÞ{tºke {kuhkhS ËuMkkEyu íkuLku nfkhkí{f «rík¼kð ykÃÞku níkku. WÃkhLkk rðÄkLk/rðÄkLkku Ãkife fÞwt/fÞk MkíÞ Au ? (A) 1 yLku 3 (B) 1 yLku 4 (C) 1, 2 yLku 4 (D) 1, 2 yLku 3"
799,13,Unclassified,Unclassified,Unclassified,," ®MkÄw MkÇÞíkkLke yuf {wÿk{kt «kýeykuÚke ½uhkÞu÷k ÞkuøkeLke Axk{kt çkuXu÷k, Lkh Ëuðíkk ..........Lkk ykrËYÃk íkhefu yku¤¾kÞ Au. 4 (A) ¼økðkLk rð»ýw (B) ¼økðkLk rþð (C) ¼økðkLk çkúñk (D) WÃkhkuõík Ãkife yuf Ãký Lknª [CSP-1] [Contd. M"
800,14,Unclassified,Unclassified,Unclassified,,®MkÄw MkÇÞíkkLkk Mkqhfkuxzk MÚk¤Lkwt Wík¾LkLk fkuýu fÞwO níkwt ? (A) Mkh ËÞk hk{ MknkLke (B) ©e søkík Ãkrík òuþe (C) ©e yuMk. ykh. hkð (D) {kuxeo{uh Ône÷h
801,15,Unclassified,Unclassified,Unclassified,,Lke[uLkk Ãkife fÞk MÚk¤u økkiík{ çkwØu íku{Lkku Mkki «Úk{ WÃkËuþ ykÃÞku níkku ? (A) MkkhLkkÚk (B) fwþeLkøkh (C) ÷wBçkeLke (D) çkkuÄ økÞk
802,4,Unclassified,Unclassified,Unclassified,,"MkBÞf ðkýe ÞkuøÞ rðfÕÃk ÃkMktË fhe Mkk[ku W¥kh ykÃkku. (A) {kºk 1 (B) {kºk 1 yLku 2 (C) {kºk 1, 3, 4 (D) {kºk 1, 2, 3"
803,4,Unclassified,Unclassified,Unclassified,,"[ku÷ þkMkfkuyu øktøkk LkËeLkk rfLkkhu «ðuþ fhLkkhk Mkki «Úk{ þkMkfku níkk. WÃkhLkk Ãkife fÞwt rðÄkLk/fÞk rðÄkLkku MkíÞ Au ? (A) {kºk 1 (B) 1, 2 yLku 3 (C) 1, 3 yLku 4 (D) 1, 2, 3 yLku 4"
804,18,Unclassified,Unclassified,Unclassified,,{nt{Ë ½kuheLku E.Mk. 1178{kt nhkðLkkh økwshkíkLkk þkMkfLkwt Lkk{ ykÃkku. (A) ¼e{Ëuð Ãknu÷ku (B) ¼e{Ëuð çkeòu (C) {q¤hksËuð (D) WÃkhkuõík Ãkife yuf Ãký Lknª
805,19,Unclassified,Unclassified,Unclassified,,snktøkeh îkhk fuË fhðk{kt ykðu÷ MkqVe fkuý níkk ? (A) ÞkneÞk rMkhrnLËe (B) r{Þk hMkw÷ rMkhrnLËe (C) þu¾ ynu{Ë rMkhrnLËe (D) EM÷k{ rMkhrnLËe
806,20,History and Culture,Freedom movement,freedom-reforms-1857,1857|revolt,1857Lkk ¼khíkLkk MðkíktºÞ Mktøkúk{ (Indian Revolt) {kxu MkeÄe heíku s sðkçkËkh økýkíke ¾k÷Mkk Lkerík fkuýu Ëk¾÷ fhe níke ? 6 (A) ÷kuzo zu÷nkWMke (B) ÷kuzo fuLkªøk (C) ÷kuzo ðu÷uM÷e (D) ÷kuzo r÷èkuLk [CSP-1] [Contd. M
807,21,Unclassified,Unclassified,Unclassified,,fE LkeríkÚke rçkúxeþhkuyu ¼khík{kt £ktMkLkk «¼kðLku LkkçkqË fÞkuo ? (A) ¾k÷MkkLkerík (B) MknkÞfkhe ÞkusLkk (C) òuzkýLkk ËMíkkðusÚke (Instrument of Accession) (D) rçkLk nMíkûkuÃkLke Lkerík
808,22,Unclassified,Unclassified,Unclassified,,yMknfkhLke [¤ð¤ fÞk ð»ko{kt þY fhðk{kt ykðe ? (A) 1919 (C) 1930 (B) 1920 (D) 1947
809,23,Unclassified,Unclassified,Unclassified,,“yr¼Lkð ¼khík”Lkk Lkk{u ¢ktríkfkheykuLke økwÃík {tz¤e (secret society)Lkwt økXLk .......... îkhk fhðk{kt ykÔÞwt. (A) ¾wËehk{ çkkuÍ (B) ðe.ze. Mkkðhfh (C) «VwÕ÷ [kfe (D) ¼økík ®Mkn
810,4,Unclassified,Unclassified,Unclassified,,"ík{k{ Lkkøkrhfku {kxu {Vík yLku VhSÞkík þk¤kfeÞ rþûký WÃkhLkk Ãkife fÞwt rðÄkLk/fÞk rðÄkLkku MkíÞ Au ? (A) {kºk 1 (B) 1, 2, 4 (C) 1, 2, 3 (D) WÃkhkuõík ík{k{"
